vz_d,vx_d,trial_num,landing_rate,RREV_threshold,G1,G2,RREV_sig,G1_sig,G2_sig,RREV_trigger,OF_y,My_d,impact_eul,alpha_mu,alpha_sigma,mu_ini,sigma_ini
2.25,2.0,3,0.8571428656578064,4.7,6.81,1.01,0.0,0.09,0.08,5.324208333333334,-4.3352916666666665,-3.1962916666666668,-101.58233746400803,[0. 0.],[0. 0.],[5.46 5.87 1.53],[2. 2. 2.]
2.25,2.0,4,0.6538461446762085,4.84,3.93,0.81,0.0,0.09,0.21,5.502529411764706,-4.480235294117647,-1.792470588235294,-78.0883541599806,[0. 0.],[0. 0.],[5.69 3.25 2.32],[2. 2. 2.]
2.25,2.0,5,0.9200000166893005,4.75,6.32,1.88,0.01,0.11,0.03,5.326347826086956,-4.340260869565217,-2.5906956521739133,-94.28622049408048,[0. 0.],[0. 0.],[4.04 5.86 2.95],[2. 2. 2.]
2.25,2.25,0,0.8666666746139526,4.94,4.68,0.5,0.02,0.11,0.11,5.548846153846155,-5.084692307692308,-2.3151923076923078,-84.4488639625966,[0. 0.],[0. 0.],[6.28 5.01 2.19],[2. 2. 2.]
2.25,2.25,2,0.739130437374115,5.2,3.46,1.12,0.06,0.19,0.05,5.487647058823529,-5.0305294117647055,-1.348941176470588,-77.74303019897701,[0. 0.],[0. 0.],[6.77 2.61 2.31],[2. 2. 2.]
2.25,2.25,4,0.8620689511299133,5.05,6.73,2.32,0.11,0.3,0.03,5.67696,-5.20364,-2.6522,-82.6768537386476,[0. 0.],[0. 0.],[5.17 4.12 2.49],[2. 2. 2.]
2.25,2.5,0,0.8518518805503845,4.89,6.85,1.9,0.17,0.91,0.1,5.496304347826086,-5.599869565217392,-3.0438695652173906,-91.9409561466155,[0. 0.],[0. 0.],[5.64 6.45 2.24],[2. 2. 2.]
2.25,2.5,3,0.6666666865348816,5.26,7.25,2.72,0.01,0.1,0.07,5.6317,-5.734750000000001,-2.52515,-80.4325263612503,[0. 0.],[0. 0.],[5.06 6.94 3.84],[2. 2. 2.]
2.25,2.5,4,0.8333333134651184,4.96,6.27,1.02,0.01,0.33,0.27,5.4254,-5.52468,-2.9311599999999998,-90.56288729548324,[0. 0.],[0. 0.],[5.56 2.14 1.85],[2. 2. 2.]
2.25,2.75,0,0.7307692170143127,5.2,7.5,2.05,0.03,1.76,0.05,5.643421052631578,-6.325421052631579,-2.6939473684210524,-80.08868095105501,[0. 0.],[0. 0.],[5.73 6.73 5.36],[2. 2. 2.]
2.25,2.75,1,0.692307710647583,5.08,5.82,2.91,0.01,0.09,0.01,5.498166666666666,-6.161055555555556,-1.4071666666666667,-80.24098923522511,[0. 0.],[0. 0.],[1.37 6.3  2.66],[2. 2. 2.]
2.25,2.75,2,0.8518518805503845,4.8,5.46,1.54,0.06,0.07,0.5,5.416391304347826,-6.066391304347826,-2.139608695652174,-89.57742614474499,[0. 0.],[0. 0.],[6.02 4.27 1.12],[2. 2. 2.]
2.25,2.75,4,0.9666666388511658,4.96,9.16,1.23,0.04,0.11,0.03,5.586724137931034,-6.259172413793104,-4.373758620689656,-93.56583481414467,[0. 0.],[0. 0.],[5.93 5.39 4.23],[2. 2. 2.]
2.25,2.75,5,0.8965517282485962,4.91,6.91,1.64,0.09,0.19,0.1,5.44176923076923,-6.097038461538461,-2.8568076923076924,-97.99050651993312,[0. 0.],[0. 0.],[5.48 4.98 4.26],[2. 2. 2.]
2.5,0.75,4,0.30000001192092896,5.0,15.94,2.88,0.08,0.47,0.03,5.281888888888889,-1.4633333333333336,-8.042555555555557,-144.18469606675353,[0. 0.],[0. 0.],[5.9  3.8  1.12],[2. 2. 2.]
2.5,1.0,1,0.2380952388048172,4.63,6.44,10.51,0.01,0.01,0.43,5.178599999999999,-1.9140000000000001,-1.2462,-83.30393934281533,[0. 0.],[0. 0.],[4.58 5.41 3.38],[2. 2. 2.]
2.5,1.25,0,0.6000000238418579,4.74,12.55,2.09,0.01,0.5,0.01,5.291888888888888,-2.443055555555555,-6.0584444444444445,-133.62873760509058,[0. 0.],[0. 0.],[2.78 6.48 1.6 ],[2. 2. 2.]
2.5,1.25,3,0.23333333432674408,4.53,8.25,2.21,0.01,0.02,1.75,4.852142857142858,-2.240428571428571,-3.436571428571429,-117.25716182039001,[0. 0.],[0. 0.],[4.44 4.5  3.38],[2. 2. 2.]
2.5,1.25,5,0.3333333432674408,4.79,13.88,2.03,0.07,3.04,0.07,5.1981,-2.3998999999999997,-6.4084,-137.229394876698,[0. 0.],[0. 0.],[4.82 6.44 1.38],[2. 2. 2.]
2.5,1.5,0,0.5666666626930237,5.03,13.11,2.34,0.02,0.09,0.11,5.243235294117647,-2.9072352941176467,-6.154176470588236,-124.6307530408076,[0. 0.],[0. 0.],[6.76 6.56 1.16],[2. 2. 2.]
2.5,1.5,2,0.6896551847457886,4.76,6.22,5.58,0.0,0.01,0.29,5.2413,-2.9057999999999997,-1.6302000000000003,-85.20296866070225,[0. 0.],[0. 0.],[1.97 5.17 4.13],[2. 2. 2.]
2.5,1.5,3,0.75,4.64,4.22,2.24,0.0,0.05,0.01,5.139166666666666,-2.8477777777777775,-1.5251666666666666,-81.91926182434672,[0. 0.],[0. 0.],[3.38 4.89 3.53],[2. 2. 2.]
2.5,1.5,4,0.4000000059604645,4.51,9.08,6.46,0.16,0.51,0.15,5.122,-2.8379000000000003,-2.8765000000000005,-109.23826666407096,[0. 0.],[0. 0.],[6.08 5.6  2.75],[2. 2. 2.]
2.5,1.5,5,0.37931033968925476,4.74,6.76,2.48,0.02,0.92,0.08,5.068545454545455,-2.810727272727273,-2.7691818181818184,-107.73070170169488,[0. 0.],[0. 0.],[2.84 3.49 3.35],[2. 2. 2.]
2.5,1.75,1,0.800000011920929,4.7,4.55,1.78,0.1,0.0,0.08,5.1861,-3.3543,-1.75895,-88.55527331554582,[0. 0.],[0. 0.],[6.61 2.93 2.88],[2. 2. 2.]
2.5,1.75,2,0.75,4.74,8.09,6.51,0.06,0.26,0.13,5.316047619047619,-3.437476190476191,-2.056333333333334,-83.61749210264506,[0. 0.],[0. 0.],[4.21 6.43 1.88],[2. 2. 2.]
2.5,1.75,4,0.699999988079071,4.91,3.88,0.52,0.0,0.25,0.09,5.315619047619047,-3.4389999999999996,-1.8783333333333336,-78.64801848668928,[0. 0.],[0. 0.],[5.81 3.39 1.53],[2. 2. 2.]
2.5,2.0,2,0.7241379022598267,4.76,11.52,5.31,0.01,0.34,0.21,5.196380952380953,-3.8414285714285716,-3.9403333333333332,-115.40000752442187,[0. 0.],[0. 0.],[4.78 1.81 1.79],[2. 2. 2.]
2.5,2.0,4,0.8695651888847351,4.65,13.55,3.43,0.13,0.99,0.06,5.3109,-3.9274,-6.17535,-101.9875406078418,[0. 0.],[0. 0.],[6.71 6.26 4.37],[2. 2. 2.]
2.5,2.5,3,0.8888888955116272,4.73,9.42,5.96,0.02,0.57,0.14,5.153416666666666,-4.763541666666667,-2.141125,-106.00494014845883,[0. 0.],[0. 0.],[5.56 6.64 6.34],[2. 2. 2.]
2.5,2.5,4,0.8666666746139526,4.98,8.29,3.32,0.0,0.53,0.14,5.419769230769232,-5.010038461538461,-2.9253076923076926,-88.52170241265223,[0. 0.],[0. 0.],[5.22 5.81 5.69],[2. 2. 2.]
2.5,2.75,1,0.800000011920929,5.08,8.01,2.93,0.02,0.05,0.08,5.465125,-5.5566666666666675,-2.732291666666667,-85.51236868896977,[0. 0.],[0. 0.],[5.95 5.27 4.36],[2. 2. 2.]
2.5,2.75,2,0.8275862336158752,4.81,11.02,2.45,0.02,0.05,0.02,5.312916666666666,-5.401833333333333,-4.530458333333333,-116.0013583957666,[0. 0.],[0. 0.],[6.59 6.84 2.02],[2. 2. 2.]
2.5,2.75,3,0.6896551847457886,4.95,8.94,4.4,0.32,0.34,0.01,5.43765,-5.52905,-2.44665,-93.55900578242063,[0. 0.],[0. 0.],[6.16 5.16 4.08],[2. 2. 2.]
2.5,2.75,4,0.9090909361839294,4.57,6.86,2.15,0.1,1.07,0.03,5.062850000000001,-5.148950000000001,-2.40835,-104.84826506774641,[0. 0.],[0. 0.],[5.02 5.58 3.39],[2. 2. 2.]
2.5,2.75,5,0.9333333373069763,4.87,9.44,4.15,0.02,0.52,0.14,5.339428571428571,-5.429357142857143,-2.949464285714286,-105.82622386804167,[0. 0.],[0. 0.],[3.46 4.64 3.83],[2. 2. 2.]
2.75,0.0,1,0.3333333432674408,4.12,8.25,2.75,0.11,0.85,0.32,4.7467500000000005,0.0015,3.9985,64.8309058084481,[0. 0.],[0. 0.],[4.33 6.51 1.67],[2. 2. 2.]
2.75,0.25,4,0.36666667461395264,4.91,12.4,2.06,0.0,0.11,0.03,5.162090909090909,-0.4346363636363636,-6.316818181818181,-124.41093779123922,[0. 0.],[0. 0.],[4.95 4.45 3.18],[2. 2. 2.]
2.75,0.5,2,0.4000000059604645,4.83,17.3,4.94,0.06,0.52,0.05,5.242916666666667,-0.8848333333333332,-8.612333333333332,-157.65804209205916,[0. 0.],[0. 0.],[4.62 6.91 5.17],[2. 2. 2.]
2.75,0.75,0,0.2666666805744171,4.64,9.25,1.04,0.02,2.22,0.13,4.872,-1.23525,-4.11075,-146.65495742846852,[0. 0.],[0. 0.],[4.31 5.52 2.34],[2. 2. 2.]
2.75,0.75,1,0.30000001192092896,4.61,9.86,3.37,0.01,0.39,0.22,4.875,-1.235,-4.459555555555555,-161.11435766131697,[0. 0.],[0. 0.],[3.58 5.48 2.93],[2. 2. 2.]
2.75,1.0,3,0.4137931168079376,4.32,10.37,1.61,0.01,0.39,0.13,4.788666666666667,-1.6188333333333336,-4.719333333333333,-144.8139569314172,[0. 0.],[0. 0.],[3.39 6.36 1.84],[2. 2. 2.]
2.75,1.0,4,0.2083333283662796,4.22,6.85,4.6,0.09,0.02,0.32,4.7185999999999995,-1.5956,-2.479,-140.50716626158768,[0. 0.],[0. 0.],[1.26 2.97 1.2 ],[2. 2. 2.]
2.75,1.25,0,0.4333333373069763,4.57,8.06,3.91,0.04,0.32,0.0,4.8604615384615375,-2.0553076923076925,-3.1639999999999997,-127.380047857231,[0. 0.],[0. 0.],[6.75 6.47 4.71],[2. 2. 2.]
2.75,1.25,3,0.52173912525177,4.63,2.66,0.6,0.03,0.0,0.03,4.918333333333334,-2.07875,-1.1859166666666665,-82.89894759547214,[0. 0.],[0. 0.],[3.14 4.32 1.17],[2. 2. 2.]
2.75,1.5,0,0.6818181872367859,4.38,4.8,0.69,0.02,0.0,0.1,4.777733333333333,-2.422533333333333,-2.119733333333333,-90.2607860764697,[0. 0.],[0. 0.],[6.83 6.96 3.03],[2. 2. 2.]
2.75,1.5,2,0.3928571343421936,4.4,15.85,3.0,0.08,0.79,0.03,4.957,-2.5116363636363634,-7.1877272727272725,-128.0257651067366,[0. 0.],[0. 0.],[2.88 4.68 3.06],[2. 2. 2.]
2.75,1.5,4,0.7037037014961243,4.43,5.26,1.39,0.01,0.11,0.5,4.695947368421053,-2.380894736842105,-2.15478947368421,-103.31647091206196,[0. 0.],[0. 0.],[3.08 6.1  4.15],[2. 2. 2.]
2.75,1.75,2,0.4000000059604645,4.92,14.33,1.56,0.11,0.3,0.18,5.46275,-3.233833333333333,-7.301083333333334,-134.01769415150613,[0. 0.],[0. 0.],[5.4  3.83 3.31],[2. 2. 2.]
